study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,,
ardern_2021,ardern_2021,ardern_2021_item22,Results,Study selection,16a,"Describe the results of the search and selection process, from the number of records identified in the search to the number of studies included in the review, ideally using a flow diagram.",Results,Study Selection,,Report the results of the study selection process,,,
ardern_2021,ardern_2021,ardern_2021_item23,Results,Study selection,16b,"Cite studies that might appear to meet the inclusion criteria, but which were excluded, and explain why they were excluded.",Results,Study Selection,Excluded studies,Report the results of the study selection process,,,
ardern_2021,ardern_2021,ardern_2021_item6,Methods,Information sources,6,"Specify all databases, registers, websites, organisations, reference lists and other sources searched or consulted to identify studies. Specify the date when each source was last searched or consulted.",Methodology,Information Sources,,Report the scientific literature databases used to conduct the literature search,,,
ardern_2021,ardern_2021,ardern_2021_item7,Methods,Search strategy,7,"Present the full search strategies for all databases, registers and websites, including any filters and limits used.",Methodology,Search Strategy,,Report the search terms used to conduct the literature search strategy for each each scientific literature database,,,
ardern_2021,ardern_2021,ardern_2021_item7,Methods,Search strategy,7,"Present the full search strategies for all databases, registers and websites, including any filters and limits used.",Methodology,Search Strategy,,Report the search terms used to conduct the literature search strategy for each registry,,,
ardern_2021,ardern_2021,ardern_2021_item17,Methods,Synthesis methods,13d,"Describe any methods used to synthesize results and provide a rationale for the choice(s). If meta-analysis was performed, describe the model(s), method(s) to identify the presence and extent of statistical heterogeneity, and software package(s) used.",Methodology,Synthesis Methods (Statistical Synthesis Methods),Synthesis model,Report the software used to perform the statistical synthesis,,,
ardern_2021,ardern_2021,ardern_2021_item40,Other information,Support,25,"Describe sources of financial or non-financial support for the review, and the role of the funders or sponsors in the review.",Other information,Support,,Report the sources and types of financial or non-financial support received for the review,,,
ardern_2021,ardern_2021,ardern_2021_item11,Methods,Data items,10b,"List and define all other variables for which data were sought (e.g. participant and intervention characteristics, funding sources). Describe any assumptions made about any missing or unclear information.",Methodology,Data Collection Process,Other variables extracted,Report the strategy used to address missing data for the variables of interest,,,
ardern_2021,ardern_2021,ardern_2021_item9,Methods,Data collection process,9,"Specify the methods used to collect data from reports, including how many reviewers collected data from each report, whether they worked independently, any processes for obtaining or confirming data from study investigators, and if applicable, details of automation tools used in the process.",Methodology,Data Collection Process,,Report the strategy used to collect data from the studies included in the review,,,
ardern_2021,ardern_2021,ardern_2021_item17,Methods,Synthesis methods,13d,"Describe any methods used to synthesize results and provide a rationale for the choice(s). If meta-analysis was performed, describe the model(s), method(s) to identify the presence and extent of statistical heterogeneity, and software package(s) used.",Methodology,Synthesis Methods (Statistical Synthesis Methods),Synthesis model,Report the structure of each model used in the statistical synthesis,,,
ardern_2021,ardern_2021,ardern_2021_item6,Methods,Information sources,6,"Specify all databases, registers, websites, organisations, reference lists and other sources searched or consulted to identify studies. Specify the date when each source was last searched or consulted.",Methodology,Information Sources,,Report the studies which were used to conduct a citation search,,,
ardern_2021,ardern_2021,ardern_2021_item12,Methods,Study risk of bias assessment,11,"Specify the methods used to assess risk of bias in the included studies, including details of the tool(s) used, how many reviewers assessed each study and whether they worked independently, and if applicable, details of automation tools used in the process.",Methodology,Study Risk of Bias Assessment,,Report the tool used to conduct the risk of bias assessment,,,
ardern_2021,ardern_2021,ardern_2021_item22,Results,Study selection,16a,"Describe the results of the search and selection process, from the number of records identified in the search to the number of studies included in the review, ideally using a flow diagram.",Results,Study Selection,,Report the total number of records identified across all sources in the literature search strategy,,,
ardern_2021,ardern_2021,ardern_2021_item9,Methods,Data collection process,9,"Specify the methods used to collect data from reports, including how many reviewers collected data from each report, whether they worked independently, any processes for obtaining or confirming data from study investigators, and if applicable, details of automation tools used in the process.",Methodology,Data Collection Process,,Report the use of automation tools in the data extraction process,,,
ardern_2021,ardern_2021,ardern_2021_item8,Methods,Selection process,8,"Specify the methods used to decide whether a study met the inclusion criteria of the review, including how many reviewers screened each record and each report retrieved, whether they worked independently, and if applicable, details of automation tools used in the process.",Methodology,Selection Process,,Report the use of automation tools were used in the literature screening process,,,
ardern_2021,ardern_2021,ardern_2021_item37,Other information,Registration and protocol,24a,"Provide registration information for the review, including register name and registration number, or state that the review was not registered.",Other information,Registration and Protocol,,Report whether a protocol or preregistration is publicly available,,,
ardern_2021,ardern_2021,ardern_2021_item38,Other information,Registration and protocol,24b,"Indicate where the review protocol can be accessed, or state that a protocol was not prepared.",Other information,Registration and Protocol,,Report whether a protocol or preregistration is publicly available,,,
ardern_2021,ardern_2021,ardern_2021_item12,Methods,Study risk of bias assessment,11,"Specify the methods used to assess risk of bias in the included studies, including details of the tool(s) used, how many reviewers assessed each study and whether they worked independently, and if applicable, details of automation tools used in the process.",Methodology,Study Risk of Bias Assessment,,Report whether risk of bias assessment was conducted independently,,,
ardern_2021,ardern_2021,ardern_2021_item9,Methods,Data collection process,9,"Specify the methods used to collect data from reports, including how many reviewers collected data from each report, whether they worked independently, any processes for obtaining or confirming data from study investigators, and if applicable, details of automation tools used in the process.",Methodology,Data Collection Process,,Report whether the data extraction was conducted independently,,,
ardern_2021,ardern_2021,ardern_2021_item8,Methods,Selection process,8,"Specify the methods used to decide whether a study met the inclusion criteria of the review, including how many reviewers screened each record and each report retrieved, whether they worked independently, and if applicable, details of automation tools used in the process.",Methodology,Selection Process,,Report whether the literature screening was conducted independently,,,
ardern_2021,ardern_2021,ardern_2021_item2,Abstract,Abstract,2,See the PRISMA 2020 for Abstracts checklist.,Abstract,Abstract,,Section heading ,,,
atkinson_2014,atkinson_2014,atkinson_2014_item54,Other search strategies,NA,NA,Describe search strategies in addition to those above and the results of these searches,Methodology,Search Strategy,,Report any additional literature search strategies used in the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item46,Direct contact searches,NA,NA,Mass communications to formal or informal distribution lists,Methodology,Information Sources,,Report any contact with study authors to retrieve additional information relevant to the literature search strategy,,,
atkinson_2014,atkinson_2014,atkinson_2014_item47,Direct contact searches,NA,NA,Group names or defining characteristics,Methodology,Information Sources,,Report any contact with study authors to retrieve additional information relevant to the literature search strategy,,,
atkinson_2014,atkinson_2014,atkinson_2014_item49,Direct contact searches,NA,NA,Communications to individual researchers,Methodology,Information Sources,,Report any contact with study authors to retrieve additional information relevant to the literature search strategy,,,
atkinson_2014,atkinson_2014,atkinson_2014_item53,Direct contact searches,NA,NA,Communications with colleagues (leading to reports found no other way),Methodology,Information Sources,,Report any contact with study authors to retrieve additional information relevant to the literature search strategy,,,
atkinson_2014,atkinson_2014,atkinson_2014_item33,Reference database and registry searches,NA,NA,Boolean connectors,Methodology,Information Sources,,Report any limitations applied to the search strategy,,,
atkinson_2014,atkinson_2014,atkinson_2014_item6,Initial screening for relevance,NA,NA,Elements of reports used in initial screening decision,Methodology,Selection Process,,Report the aspects of the studies examined for eligibility,,,
atkinson_2014,atkinson_2014,atkinson_2014_item7,Initial screening for relevance,NA,NA,"For example, title, abstract, and full report",Methodology,Selection Process,,Report the aspects of the studies examined for eligibility,,,
atkinson_2014,atkinson_2014,atkinson_2014_item36,Reference database and registry searches,NA,NA,Date database search(es) were conducted,Methodology,Search Strategy,,Report the date that the literature search was conducted,,,
atkinson_2014,atkinson_2014,atkinson_2014_item48,Direct contact searches,NA,NA,dates of contact,Methodology,Search Strategy,,Report the date that the literature search was conducted,,,
atkinson_2014,atkinson_2014,atkinson_2014_item10,Final inclusion criteria,NA,NA,Researched variables,Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item14,Final inclusion criteria,NA,NA,For conduct of research,Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item3,Searcher characteristics,NA,NA,Past experience conducting searches,Methodology,Search Strategy,,Report the experience of each of the people which conducted the literature search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item20,Final inclusion criteria,NA,NA,Adequate reporting,Methodology,Selection Process,,Report the method used to assess study eligibility for inclusion in the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item21,Final inclusion criteria,NA,NA,Information needed to include the report,Methodology,Selection Process,,Report the method used to assess study eligibility for inclusion in the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item9,Final inclusion criteria,NA,NA,Definitions,Methodology,Selection Process,,Report the method used to assess study eligibility for inclusion in the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item2,Searcher characteristics,NA,NA,Level of education and/or training,Methodology,Information Sources,,Report the qualifications of each person who conducted the literature search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item50,Direct contact searches,NA,NA,Criteria for decisions to contact,Methodology,Search Strategy,,Report the rationale for selecting study authors to contact for additional information,,,
atkinson_2014,atkinson_2014,atkinson_2014_item31,Reference database and registry searches,NA,NA,Justification of database choice,Methodology,Information Sources,,Report the rationale for selecting the scientific literature databases used in the literature search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item40,Journalâ€”bibliography and registry search,NA,NA,Document elements used for decision,Methodology,Information Sources,,Report the rationale for selecting the studies used to conduct the citation search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item42,Backward (reference list) search,NA,NA,Criteria for reference lists chosen,Methodology,Information Sources,,Report the rationale for selecting the studies used to conduct the citation search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item45,Forward (citation) search,NA,NA,Justification for why these reports were chosen,Methodology,Information Sources,,Report the rationale for selecting the studies used to conduct the citation search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item22,Excluded Articles,NA,NA,Listing of studies that met most inclusion criteria but were ultimately excluded,Results,Study Selection,,Report the reason for exclusion for each study rejected at full-text screening,,,
atkinson_2014,atkinson_2014,atkinson_2014_item23,Excluded Articles,NA,NA,At least one criteria that each study failed to meet,Results,Study Selection,,Report the reason for exclusion for each study rejected at full-text screening,,,
atkinson_2014,atkinson_2014,atkinson_2014_item28,General search reporting guidelines,NA,NA,Number of reports excluded due to insufficient information,Results,Study Selection,,Report the reason for exclusion for each study rejected at full-text screening,,,
atkinson_2014,atkinson_2014,atkinson_2014_item24,Excluded Articles,NA,NA,"For example, data presented in an unusable way",Methodology,Eligibility Criteria ,,Report the relevant data formats in eligibility criteria of the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item11,Final inclusion criteria,NA,NA,Participants,Methodology,Eligibility Criteria ,,Report the relevant populations in eligiblity criteria of the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item16,Final inclusion criteria,NA,NA,"Types of reports, for example,",Methodology,Eligibility Criteria ,Methodology,Report the relevant publication status in eligibility criteria of the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item17,Final inclusion criteria,NA,NA,Publication status,Methodology,Eligibility Criteria ,,Report the relevant publication status in eligibility criteria of the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item18,Final inclusion criteria,NA,NA,Peer review status,Methodology,Eligibility Criteria ,,Report the relevant publication status in eligibility criteria of the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item12,Final inclusion criteria,NA,NA,Researched settings,Methodology,Eligibility Criteria ,,Report the relevant study designs in eligiblity criteria of the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item15,Final inclusion criteria,NA,NA,for report appearance,Methodology,Eligibility Criteria ,,Report the relevant study designs in eligiblity criteria of the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item13,Final inclusion criteria,NA,NA,Dates,Methodology,Eligibility Criteria ,,Report the relevant timeframe in eligiblity criteria of the review,,,
atkinson_2014,atkinson_2014,atkinson_2014_item52,Direct contact searches,NA,NA,Response rate,Methodology,Data Collection Process,,Report the response rate of the total number of authors contacted for data collection,,,
atkinson_2014,atkinson_2014,atkinson_2014_item26,General search reporting guidelines,NA,NA,Number of reports retained after initial screening,Results,Study Selection,,Report the results of the study selection process,,,
atkinson_2014,atkinson_2014,atkinson_2014_item27,General search reporting guidelines,NA,NA,Number of reports meeting relevance criteria,Results,Study Selection,,Report the results of the study selection process,,,
atkinson_2014,atkinson_2014,atkinson_2014_item30,Reference database and registry searches,NA,NA,Full names of databases searched,Methodology,Information Sources,,Report the scientific literature databases used to conduct the literature search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item4,Searcher characteristics,NA,NA,Were initial screeners different from second screeners?,Results,Study Selection,,Report the screening decisions made by each reviewer who conducted the study selection process,,,
atkinson_2014,atkinson_2014,atkinson_2014_item5,Searcher characteristics,NA,NA,"If yes, how?",Results,Study Selection,,Report the screening decisions made by each reviewer who conducted the study selection process,,,
atkinson_2014,atkinson_2014,atkinson_2014_item33,Reference database and registry searches,NA,NA,Boolean connectors,Methodology,Search Strategy,,Report the search terms used to conduct the literature search strategy for each each scientific literature database,,,
atkinson_2014,atkinson_2014,atkinson_2014_item33,Reference database and registry searches,NA,NA,Boolean connectors,Methodology,Search Strategy,,Report the search terms used to conduct the literature search strategy for each registry,,,
atkinson_2014,atkinson_2014,atkinson_2014_item32,Reference database and registry searches,NA,NA,Search terms used,Methodology,Search Strategy,,Report the search terms used to conduct the literature search within the scientific databases,,,
atkinson_2014,atkinson_2014,atkinson_2014_item19,Final inclusion criteria,NA,NA,Treatment of studies reported in foreign languages,Methodology,Selection Process,,Report the strategy used to address reports not published in the primary language of the review in the study selection process,,,
atkinson_2014,atkinson_2014,atkinson_2014_item37,Journalâ€”bibliography and registry search,NA,NA,Journals or bibliographies scanned for relevant reports,Methodology,Information Sources,,Report the studies which were used to conduct a citation search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item38,Journalâ€”bibliography and registry search,NA,NA,Names,Methodology,Information Sources,,Report the studies which were used to conduct a citation search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item41,Backward (reference list) search,NA,NA,Whether reference lists were examined,Methodology,Information Sources,,Report the studies which were used to conduct a citation search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item44,Forward (citation) search,NA,NA,Reports for which citation searches were conducted,Methodology,Information Sources,,Report the studies which were used to conduct a citation search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item51,Direct contact searches,NA,NA,Number of researchers contacted,Methodology,Information Sources,,Report the total number of authors contacted for information regarding the study selection process,,,
atkinson_2014,atkinson_2014,atkinson_2014_item1,Searcher characteristics,NA,NA,Number of searchers,Methodology,Search Strategy,,Report the total number of people which conducted the literature search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item25,General search reporting guidelines,NA,NA,Total number of documents in the search results,Methodology,Search Strategy,,Report the total number of records identified across all sources in the literature search strategy,,,
atkinson_2014,atkinson_2014,atkinson_2014_item34,Reference database and registry searches,NA,NA,Whether automatic explosion of terms occurred,Methodology,Search Strategy,,Report the use of controlled-vocabulary term explosion was conducted in the scientific literature database,,,
atkinson_2014,atkinson_2014,atkinson_2014_item29,Reference database and registry searches,NA,NA,Search software version,Methodology,Information Sources,,Report the version of the scientific literature databases used to conduct the literature search,,,
atkinson_2014,atkinson_2014,atkinson_2014_item39,Journalâ€”bibliography and registry search,NA,NA,Years/volumes scanned,Methodology,Information Sources,,Report the year that studies which were used to conduct the citation search were published,,,
atkinson_2014,atkinson_2014,atkinson_2014_item35,Reference database and registry searches,NA,NA,"Parts of text searched (e.g., title, abstract, etc.)",Methodology,Search Strategy,,Report which bibliographic fields were searched in each database,,,
beller_2013,beller_2013,beller_2013_item6,results,included studies,6,Number and type of included studies and participants and relevant characteristics of studies.,Abstract,Abstract,,Report the characteristics extracted from each of the included studies,,,
beller_2013,beller_2013,beller_2013_item4,methods,information sources,4,Key databases searched and search dates.,Abstract,Abstract,,Report the dates that the literature database search was conducted,,,
beller_2013,beller_2013,beller_2013_item8,results,description of the effect,8,"Direction of the effect (i.e., which group is favoured) and size of the effect in terms meaningful to clinicians and patients.",Abstract,Abstract,,Report the directionality of the summary effect size measure found in the review,,,
beller_2013,beller_2013,beller_2013_item3,methods,eligibility criteria,3,Study and report characteristics used as criteria for inclusion.,Abstract,Abstract,,Report the eligibility criteria for the review,,,
beller_2013,beller_2013,beller_2013_item7,results,synthesis of results,7,"Results for main outcomes (benefits and harms), preferably indicating the number of studies and participants for each. If meta-analysis was done, include summary measures and confidence intervals.",Abstract,Abstract,,Report the error around the pooled effect size point estimates,,,
beller_2013,beller_2013,beller_2013_item2,background,objectives,2,"The research question including components such as participants, interventions, comparator, and outcomes.",Abstract,Abstract,,Report the framework used to formulate the review question,,,
beller_2013,beller_2013,beller_2013_item10,discussion,interpretation,10,General interpretation of the results and important implications.,Abstract,Abstract,,Report the implications of the review results,,,
beller_2013,beller_2013,beller_2013_item5,methods,risk of bias,5,Methods of assessing risk of bias.,Abstract,Abstract,,Report the methodology used to assess the risk of bias in studies included in the review,,,
beller_2013,beller_2013,beller_2013_item1,title,title,1,"Identify the report as a systematic review, meta-analysis, or both.",Title ,Title,,Report the methodology used to conduct the review,,,
beller_2013,beller_2013,beller_2013_item12,other,registration,12,Registration number and registry name.,Abstract,Abstract,,Report the name of the registry for the preregistration/protocol,,,
beller_2013,beller_2013,beller_2013_item7,results,synthesis of results,7,"Results for main outcomes (benefits and harms), preferably indicating the number of studies and participants for each. If meta-analysis was done, include summary measures and confidence intervals.",Abstract,Abstract,,Report the number of studies included in the statistical syntheis,,,
beller_2013,beller_2013,beller_2013_item4,methods,information sources,4,Key databases searched and search dates.,Abstract,Abstract,,Report the scientific literature databases used to conduct the literature search,,,
beller_2013,beller_2013,beller_2013_item7,results,synthesis of results,7,"Results for main outcomes (benefits and harms), preferably indicating the number of studies and participants for each. If meta-analysis was done, include summary measures and confidence intervals.",Abstract,Abstract,,Report the summary effect size point estimates,,,
beller_2013,beller_2013,beller_2013_item6,results,included studies,6,Number and type of included studies and participants and relevant characteristics of studies.,Abstract,Abstract,,Report the total number of studies included in the review,,,
bonetti_2022,bonetti_2022,bonetti_2022_item6,,,,"If any data was obtained by means of contact with primary studies' authors or from unpublished sources, this information, together with the collected data, should be disclosure in the main text of the manuscript or added in supplemental material.",Methodology,Data Collection Process,,Report any contact with study authors to retrieve additional information relevant to the data collection process,,,
bonetti_2022,bonetti_2022,bonetti_2022_item5,,,3,Inform about data obtained from different sources,Methodology,Data Items,,Report each data extraction variable for which data were sought,,,
bonetti_2022,bonetti_2022,bonetti_2022_item3,,,2,Inform about imputed data,Methodology,Synthesis Methods (Statistical Synthesis Methods),,Report how missing data in the synthesis was handled in the statistical analyses,,,
bonetti_2022,bonetti_2022,bonetti_2022_item17,,,9,Inform the fragility index,Methodology,Synthesis Methods (Statistical Synthesis Methods),,Report how the fragility index was calculated,,,
bonetti_2022,bonetti_2022,bonetti_2022_item11,,,6,Provide the complete statistical results for each meta-analysis,Results,Results of Syntheses (results of statistical syntheses),,Report the complete quantitative results of the statistical synthesis,,,
bonetti_2022,bonetti_2022,bonetti_2022_item1,,,1,Provide all data used to build the meta-analyses,Other information,"Availability of data, code and other materials",Data/code availability,Report the data extracted from each included study,,,
bonetti_2022,bonetti_2022,bonetti_2022_item2,,,,"Authors should made available a table with all the extracted information that was used in the software for analysis (e.g. number of events for each intervention, total sample in each group). This information should be reported in the main text of the manuscript, supplemental material or available in an open data platform (e.g. Open Science Framework)",Other information,"Availability of data, code and other materials",Data/code availability,Report the data extracted from each included study,,,
bonetti_2022,bonetti_2022,bonetti_2022_item10,,,,"Authors should report in the main text of the manuscript the mathematical methods (e.g. inverse of variance, Mantel-Haenszel, Peto), models (e.g. random or fixed-effect) and measures (e.g. relative risk, odds ratio, hazard ratio, mean difference) used to build each of the meta-analysis, including those obtained with the sensitivity or subgroup analyses.",Methodology,Effect Measures,,Report the effect measure used in the synthesis of the results,,,
bonetti_2022,bonetti_2022,bonetti_2022_item9,,,5,"Inform about the statistical method, models, and effect-size measure",Methodology,Effect Measures,,Report the effect measure used in the synthesis of the results,,,
bonetti_2022,bonetti_2022,bonetti_2022_item13,,,7,Inform the prediction intervals,Methodology,Effect Measures,,Report the error around the effect size estimate was calculated,,,
bonetti_2022,bonetti_2022,bonetti_2022_item12,,,,"Authors should report all the results and meta-analytical parameters obtained in their study for each meta-analysis, including data on: effect-size values, confidence intervals (lower and upper values), z-value, p-value, heterogeneity and its p-value, q-value, tau, standard error tau2, and variance tau2.",Results,Results of Syntheses (results of statistical syntheses),,Report the error around the pooled effect size point estimate,,,
bonetti_2022,bonetti_2022,bonetti_2022_item15,,,8,Inform the number needed to treat,,,,Report the framework used to formulate the review question,Report the number of studies in the syuntgeses,,
bonetti_2022,bonetti_2022,bonetti_2022_item16,,,,"To allow further data interpretability and better decision-making process in practice, whenever possible and applicable to the scope of the study, authors should perform NNTB or NNTH analyses (reported with a dispersion value <96> 95% confidence intervals) for at least the primary outcome meta-analysis. The results should be provided in the main text of the manuscript (e.g. table, figures). The complete calculation of these measures should be made available in supplemental material or in a open data platform (e.g. Open Science Framework).",Methodology,Synthesis Methods (Sensitivity Analysis),,Report the method used in sensitivity analysis to test the robustness of the results,,,
bonetti_2022,bonetti_2022,bonetti_2022_item18,,,,"To allow further data interpretability and better decision-making process in practice, authors should perform FI analyses for all the meta-analysis that present statistical significance (i.e. differences between interventions). The results should be provided in the main text of the manuscript (e.g. table, figures). The complete calculation of this measure should be provided in supplemental material or available in an open data platform (e.g. Open Science Framework).",Methodology,Synthesis Methods (Sensitivity Analysis),,Report the method used in sensitivity analysis to test the robustness of the results,,,
bonetti_2022,bonetti_2022,bonetti_2022_item7,,,4,Perform sensitivity analyses when imputed or unpublished data are used,Methodology,Synthesis Methods (Sensitivity Analysis),,Report the method used in sensitivity analysis to test the robustness of the results,,,
bonetti_2022,bonetti_2022,bonetti_2022_item8,,,,"When data not available in primary studies are used, after imputing them or obtaining from unpublished sources, authors should repeat the meta-analyses omitting these unavailable data as a sensitivity analysis exercise. If results were substantially different between available and unavailable data, the first should prevail and used in the conclusions.",Methodology,Synthesis Methods (Sensitivity Analysis),,Report the method used in sensitivity analysis to test the robustness of the results,,,
bonetti_2022,bonetti_2022,bonetti_2022_item14,,,,"PI analyses should be performed for all meta-analysis presenting heterogeneity (i.e. values of I2<a0>> 0%). The final results should be reported in the main text of the manuscript, alongside with the confidence intervals. The complete calculation of the PI should be provided in supplemental material or available in an open data platform (e.g. Open Science Framework).",Methodology,Synthesis Methods (Methods to Explore Heterogeneity),,Report the methodology used to explore sources of heterogeneity,,,
bonetti_2022,bonetti_2022,bonetti_2022_item12,,,,"Authors should report all the results and meta-analytical parameters obtained in their study for each meta-analysis, including data on: effect-size values, confidence intervals (lower and upper values), z-value, p-value, heterogeneity and its p-value, q-value, tau, standard error tau2, and variance tau2.",Results,Results of Syntheses (results of statistical syntheses),,Report the pooled effect size point estimate,,,
bonetti_2022,bonetti_2022,bonetti_2022_item12,,,,"Authors should report all the results and meta-analytical parameters obtained in their study for each meta-analysis, including data on: effect-size values, confidence intervals (lower and upper values), z-value, p-value, heterogeneity and its p-value, q-value, tau, standard error tau2, and variance tau2.",Results,Results of Syntheses (results of statistical syntheses),,Report the p-value associated with the summary effect estimate,,,
bonetti_2022,bonetti_2022,bonetti_2022_item12,,,,"Authors should report all the results and meta-analytical parameters obtained in their study for each meta-analysis, including data on: effect-size values, confidence intervals (lower and upper values), z-value, p-value, heterogeneity and its p-value, q-value, tau, standard error tau2, and variance tau2.",Results,Results of Syntheses (results of investigations of heterogeneity),,Report the results of the heterogeneity assessment,,,
bonetti_2022,bonetti_2022,bonetti_2022_item10,,,,"Authors should report in the main text of the manuscript the mathematical methods (e.g. inverse of variance, Mantel-Haenszel, Peto), models (e.g. random or fixed-effect) and measures (e.g. relative risk, odds ratio, hazard ratio, mean difference) used to build each of the meta-analysis, including those obtained with the sensitivity or subgroup analyses.",Methodology,Synthesis Methods (Statistical Synthesis Methods),,Report the structure of each model used in the statistical synthesis,,,
bonetti_2022,bonetti_2022,bonetti_2022_item9,,,5,"Inform about the statistical method, models, and effect-size measure",Methodology,Synthesis Methods (Statistical Synthesis Methods),,Report the structure of each model used in the statistical synthesis,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item19,Methods,Search strategy,8b,"Present any additional search process (e.g., algorithm or filter for adverse events, searches in pertinent websites) specifically to identify adverse events that have been investigated.",Methodology,Search Strategy,,Report any additional literature search strategies used in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item23,Methods,Additional search for primary studies,10,"Report additional search to identify eligible primary studies (e.g., searching in more databases or update the search) and its relevant details.",Methodology,Search Strategy,,Report any additional literature search strategies used in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item25,Methods,Data collection process,11b,"Report any processes for obtaining, confirming, or updating data from investigators (e.g., contact with authors of included reviews, obtain data from primary studies of included reviews).",Methodology,Data Collection Process,,Report any contact with study authors to retrieve additional information relevant to the data collection process,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item18,Methods,Search strategy,8a,"Specify full electronic search strategy for at least one database including any limits used (e.g., language and date restrictions) such that it could be repeated.",Methodology,Information Sources,,Report any limitations applied to the search strategy,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item26,Methods,Data items,12,"List (and define whenever necessary) the variables for which data were recorded (e.g., PICOS items, number of included studies and participants, dose, length of follow-up, results, funding sources) and any assumptions and simplifications made.",Methodology,Data Items,,Report each data extraction variable for which data were sought,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item22,Methods,Data management and selection process,9c,"Report any attempt to handle overlapping SRs (include one review among multiple candidates by choosing, for example, the most updated or rigorous SR or one with larger number of primary studies).",Methodology,Selection Process,,Report how dependent effect sizes were handled during the selection process,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item17,Methods,Information sources,7c,Report the date of last search and/or dates of coverage for each database.,Methodology,Search Strategy,,Report the date that the literature search was conducted,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item11,Methods,Eligibility criteria and outcomes of interest,6a,"Specify inclusion and exclusion criteria for study design, participants, interventions, and comparators in detail.",Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item14,Methods,Eligibility criteria and outcomes of interest,6db,"Specify report characteristics (such as language restrictions, publication status, and years considered) used as criteria for eligibility for the OoSRs.",Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item21,Methods,Data management and selection process,9b,"Define what is an SR and provide the process for selecting SRs and its relevant details (screening the title and abstract or full text by at least two reviewers, selection by multiple independent investigators and resolving disagreements by consensus).",Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item3,Abstract,Structured-like summary,2a,"Provide a structured-like abstract, as applicable: background, objective, data sources, selection criteria, data extraction, review appraisal, data synthesis methods, results, limitations, conclusions.",Abstract,Abstract,,Report the eligibility criteria for the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item3,Abstract,Structured-like summary,2a,"Provide a structured-like abstract, as applicable: background, objective, data sources, selection criteria, data extraction, review appraisal, data synthesis methods, results, limitations, conclusions.",Abstract,Abstract,,Report the financial support received for the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item8,Introduction,Objectives (PICOS),4,Provide an explicit statement of research question(s) that specifies PICOS: Participants; Interventions; Comparators; Outcomes; Study design.,Introduction,Objectives,,Report the framework used to formulate the review question,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item3,Abstract,Structured-like summary,2a,"Provide a structured-like abstract, as applicable: background, objective, data sources, selection criteria, data extraction, review appraisal, data synthesis methods, results, limitations, conclusions.",Abstract,Abstract,,Report the implications of the review results,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item2,Title,Title,1b,"Mention 'safety' or harms-related terms, or the adverse event(s) of interest in the title of the OoSRs.",Title,Title,,Report the interventions used in each study synthesised in the review,,,
